"EPAY_LABEL_1","Du har valgt å betale for ordren online. Rett etter at du har gjennomført din ordre skal du gjennomføre din betaling. Din ordre vil ikke være registrert hos oss før du har betalt."
"EPAY_LABEL_2","Du har valgt å betale for ordren online. Rett etter at du har gjennomført din ordre vil du bli overført til ePays betalingssystem. Her skal du gjennomføre betalingen din. Når betalingen er gjennomført, vil du automatisk bli sendt tilbake til vår forretning."
"EPAY_LABEL_3","Du kan betale med følgende betalingskort:"
"EPAY_LABEL_4","For å ferdiggjøre bestillingen din skal du nå betale for din ordre. Dette gjøres ved å betale med betalingskortet ditt."
"EPAY_LABEL_5","Betaling"
"EPAY_LABEL_6","Betalingen ble avvist med feilkode:"
"EPAY_LABEL_7","Ordrenummer"
"EPAY_LABEL_8","Beløp"
"EPAY_LABEL_9","Kortnummer"
"EPAY_LABEL_10","Utløpsmåned/utløpsår"
"EPAY_LABEL_11","Utløpsmåned"
"EPAY_LABEL_12","Utløpsår"
"EPAY_LABEL_13","Kontrollsiffer"
"EPAY_LABEL_14","Les om kontrollsiffer nedenfor"
"EPAY_LABEL_15","Ovenfor vises det hvor kontrollsiffer er lokalisert på baksiden af et dansk Dankort"
"EPAY_LABEL_16","For kort uten bilde av korteieren vises kontrollsiffer på baksiden over underskriften"
"EPAY_LABEL_17","Betal for din ordre"
"EPAY_LABEL_18","ePay betalingsinformasjoner"
"EPAY_LABEL_19","Transaksjons ID:"
"EPAY_LABEL_20","Beløp:"
"EPAY_LABEL_21","Valuta kode:"
"EPAY_LABEL_22","Betalingsdato:"
"EPAY_LABEL_23","MD5 nøkkel:"
"EPAY_LABEL_24","Svindelkontroll:"
"EPAY_LABEL_25","Abonnements ID:"
"EPAY_LABEL_26","Korttype:"
"EPAY_LABEL_27","Transaksjonsgebyr:"
"EPAY_LABEL_28","Det er ikke registrert noen betaling for denne ordre enda!"
"EPAY_LABEL_29","Gå til ePay administrasjonen og behandle betalingen"
"EPAY_LABEL_30","Dette kortet har blitt brukt %s gange(r) de siste 24 timer"
"EPAY_LABEL_31","Ordren er nå opprettet og betalingen skal nå skje gjennom ePay / Payment Solutions (ww.epay.dk)"
"EPAY_LABEL_32","For å ferdiggjøre bestillingen din skal du nå betale for din ordre. Dette skjer gjennom ePay / Payment Solutions."
"EPAY_LABEL_33","Hvis Standard Betalingsvinduet ikke åpnes automatisk, klikk på knappen for å aktivere det."
"EPAY_LABEL_34","Bemerk! Hvis du benytter en pop-up stopper skal du holde CTRL tasten nede mens du trykker på knappen."
"EPAY_LABEL_35","Åpne betalingsvinduet"
"EPAY_LABEL_36","Hva er kontrollsiffer"
"EPAY_LABEL_37","Kontrollsiffer for et Dankort"
"EPAY_LABEL_38","Kontrollsiffer for et MasterCard"
"EPAY_LABEL_39","Transaksjonsgebyr"
"EPAY_LABEL_40","Slettet"
"EPAY_LABEL_41","Hevet"
"EPAY_LABEL_42","Ny"
"EPAY_LABEL_43","Ukjent"
"EPAY_LABEL_44","Aktuell transaction status"
"EPAY_LABEL_45","Transaksjons status"
"EPAY_LABEL_46","Dato slettet"
"EPAY_LABEL_47","Innløser"
"EPAY_LABEL_48","Split payment"
"EPAY_LABEL_49","3D Secure"
"EPAY_LABEL_50","Ja"
"EPAY_LABEL_51","Nei "
"EPAY_LABEL_52","Beskrivelse"
"EPAY_LABEL_53","Korteier"
"EPAY_LABEL_54","Beløp autorisert"
"EPAY_LABEL_55","Beløp hevet"
"EPAY_LABEL_56","Beløp kreditert"
"EPAY_LABEL_57","En feil (%s) oppstod i kommunikasjonen med betalingssystemet"
"EPAY_LABEL_58","Det forretningsnummeret som du benytter finnes ikke eller det er deaktivert. Vennligst logg inn på din konto i betalingssystemet og bekreft forretningsnummeret ditt. Dette kan gjøres fra menyen: INNSTILLINGER -> BETALINGSSYSTEMET."
"EPAY_LABEL_59","Den IP adressen som ditt system kaller betalingssystemet fra er UKJENT. Vennligst logg inn på din konto i betalingssystemet og bekreft / inntast den IP adressen systemet ditt kaller betalingssystemet fra. Dette kan gjøres fra menyen: API / WEBSERVICES -> ADGANG."
"EPAY_LABEL_60","Din konto i betalingssystemet har ikke adgang til API/Remote Interface. Dette er kun tillatt for BUSINESS kontoer. Vennligst oppgrader din konto i betalingssystemet for å få adgang til denne funksjonen."
"EPAY_LABEL_61","Det skjedde en feil under utregningen av transaksjonsgebyret. \n\nForretningsnummeret finnes ikke.   \n\nTransaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_62","Det skjedde en feil under utregningen av transaksjonsgebyret. \n\nDet er ingen adgang til denne funksjonen. (API/Remote Interface). Transaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_63","Det skjedde en feil under utregningen av transaksjonsgebyret.\n\nData inntastet til gebyrutregningen var invalide. (API/Remote Interface). Transaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_64","Det skjedde en feil under utregningen av transaksjonsgebyret. \n\nKortnummeret er invalid. Transaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_65","Det skjedde en feil under utregningen av transaksjonsgebyret. \n\nDet ble ikke funnet gebyr som matcher korttypen. Transaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_66","Det skjedde en feil under utregningen av transaksjonsgebyret.\n\nDen angitte valutakode er ikke gyldig sammen med det inntastede kortnummeret. \n\nTransaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_67","Det skjedde en feil under utregningen av transaksjonsgebyret.\n\nKorttypen er blokkert/gjort inaktiv. Kontakt forretningen!"
"EPAY_LABEL_68","Det skjedde en feil under utregningen av transaksjonsgebyret.\n\nKombinasjonen av cardnumber, acquirer og currencycode ble ikke funnet. \n\nTransaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_69","Det skjedde en feil under utregningen av transaksjonsgebyret. \n\nFeilen har feilkode"
"EPAY_LABEL_70",". \n\nTransaksjonsgebyret kan ikke utregnes. Kontakt forretningen!"
"EPAY_LABEL_71","Navn på kortet"
"EPAY_LABEL_72","Inntast eventuell kommentar"
"EPAY_LABEL_73","OBS! Betalingen er ikke debitert! Betalingen skal debiteres via betalingssystemet!"
"EPAY_LABEL_74","OBS! Betalingen er ikke kreditert! Betalingen skal krediteres via betalingssystemet!"
"EPAY_LABEL_75","OBS! Betalingen er ikke slettet! Betalingen skal slettes via betalingssystemet!"
"EPAY_LABEL_76","Historikk"
"EPAY_LABEL_77","Kortbetaling"
"EPAY_LABEL_78","EWIRE"
"EPAY_LABEL_79","eDankort"
"EPAY_LABEL_80","Nordea"
"EPAY_LABEL_81","Danske Bank"
"EPAY_LABEL_82","* Skift betalingsform"
"EPAY_LABEL_83","Klikk på knappen"
"EPAY_LABEL_84","for å fortsette din betaling med EWIRE"
"EPAY_LABEL_85","Bemerk"
"EPAY_LABEL_86","Du vil bli sendt videre til EWIREs betalingsvindu hvor du skal gjennomføre og avslutte betalingen din."
"EPAY_LABEL_87","for å fortsette betalingen din med eDankort."
"EPAY_LABEL_88","Du vil bli sendt videre til nettbanken din hvor du skal gjennomføre og avslutte din betaling."
"EPAY_LABEL_89","for å fortsette din betaling med Nordea."
"EPAY_LABEL_90","for å fortsette din betaling med Danske Bank."
"EPAY_LABEL_91","Betalingstype"
"EPAY_LABEL_92","Utløpsmåned skal inntastes!"
"EPAY_LABEL_93","Utløpsår skal inntastes!"
"EPAY_LABEL_94","Kontrollsiffer skal inntastes!"
"EPAY_LABEL_95","Korrekt kortnummer inntastet!"
"EPAY_LABEL_96","Feil kortnummer inntastet!"
"EPAY_LABEL_97","Feil under inntastingen!"
"EPAY_LABEL_98","Korttype"
"EPAY_LABEL_99","I forbindelse med inntastingen av kortnummeret ditt skjedde det desværre en teknisk feil. Feilen løses ved å fjerne det inntastede kortnummeret igjen. Vi beklager feilen"
"EPAY_LABEL_100","Avbryt betaling"
"EPAY_LABEL_101","Kortnummer"
"EPAY_LABEL_102","Vent vennligst mens det kommunikeres med betalingssystemet"
"EPAY_LABEL_103","Vent vennligst mens det stilles videre til betaling"
"EPAY_LABEL_104","Videre til betaling"